Sample,Study,Disease/Tissue,TNF,MS4A1,EGFR,VEGFA,ERBB2,CTLA4,PDCD1,IL6,TNFSF11,PCSK9
TCGA-B2-3924-01,TCGA,Kidney Clear Cell Carcinoma,5.449,5.9,14.03,16.55,11.55,8.171,9.214,3.776,2.23,0.0
TCGA-DX-A6YZ-01,TCGA,Sarcoma,1.008,4.185,10.74,11.18,10.79,6.082,5.63,5.97,1.008,0.0
GTEX-13NYS-0326-SM-5MR4L,GTEX,Muscle,2.825,2.825,10.54,14.79,10.18,0.0,2.016,5.916,2.016,1.335
TCGA-CZ-5455-11,TCGA,Kidney Clear Cell Carcinoma,4.472,0.6013,12.28,11.66,13.69,2.208,1.025,7.157,1.617,4.09
TCGA-2G-AAGO-01,TCGA,Testicular Germ Cell Tumor,3.62,5.9,8.893,10.31,12.11,4.606,3.863,10.08,4.888,10.83
TCGA-22-5489-01,TCGA,Lung Squamous Cell Carcinoma,10.25,9.54,13.57,11.92,12.71,8.37,7.695,7.569,5.405,10.71
TCGA-DK-A6AV-01,TCGA,Bladder Urothelial Carcinoma,2.543,7.41,12.39,12.73,13.44,6.505,5.411,5.758,5.121,3.125
TCGA-LN-A7HV-01,TCGA,Esophageal Carcinoma,5.801,0.8339,14.81,14.3,12.32,4.703,3.757,8.354,1.359,10.86
GTEX-X261-0011-R8A-SM-4E3I5,GTEX,Brain,2.36,2.035,9.622,12.58,9.617,4.044,3.364,7.166,4.214,2.035
GTEX-PWOO-1326-SM-48TCJ,GTEX,Colon,4.46,9.588,10.66,13.57,12.32,7.303,6.826,4.288,4.684,11.81
TCGA-HT-A74H-01,TCGA,Brain Lower Grade Glioma,5.942,2.562,12.28,9.314,13.06,4.116,3.197,4.365,0.8617,1.787
GTEX-11WQK-2326-SM-5GU4Z,GTEX,Small Intestine,1.133,3.694,11.29,14.05,11.01,3.821,4.241,13.01,1.133,0.0
TCGA-G7-A8LC-01,TCGA,Kidney Papillary Cell Carcinoma,3.655,4.841,12.08,10.09,13.33,5.883,5.839,0.9202,0.9202,0.0
TCGA-CC-A8HT-01,TCGA,Liver Hepatocellular Carcinoma,3.335,4.406,11.74,13.97,8.856,6.755,5.262,3.714,5.014,11.84
TCGA-E2-A14Y-01,TCGA,Breast Invasive Carcinoma,3.419,3.305,12.42,13.61,17.37,5.48,2.081,7.886,5.531,9.222
GTEX-139TT-0326-SM-5IJC3,GTEX,Nerve,1.159,5.151,12.48,12.1,13.46,4.09,4.457,5.911,0.0,6.691
GTEX-12WSD-0126-SM-59HKN,GTEX,Skin,4.637,3.004,13.65,12.66,13.71,3.004,3.911,6.694,0.0,7.531
TCGA-VQ-A91K-01,TCGA,Stomach Adenocarcinoma,5.671,5.458,13.03,11.76,14.31,6.767,6.905,3.953,5.247,11.88
GTEX-13VXU-0011-R5a-SM-5O9D7,GTEX,Brain,4.23,1.823,11.13,10.57,10.26,3.635,4.65,3.305,0.0,0.0
TCGA-B6-A40B-01,TCGA,Breast Invasive Carcinoma,8.264,4.226,8.679,12.53,14.35,4.854,4.557,8.907,5.543,5.367
TCGA-41-2571-01,TCGA,Glioblastoma Multiforme,7.594,0.9894,11.9,15.51,10.46,1.571,4.302,4.734,0.9894,1.571
TCGA-33-AASJ-01,TCGA,Lung Squamous Cell Carcinoma,5.123,5.952,11.59,13.03,12.34,5.518,5.912,5.596,3.242,14.26
TCGA-BR-6453-01,TCGA,Stomach Adenocarcinoma,7.199,12.62,10.74,10.86,12.66,7.94,8.473,7.612,6.349,8.423
GTEX-WYVS-0726-SM-4ONDO,GTEX,Esophagus,4.176,3.253,12.44,14.63,14.0,3.873,4.638,4.536,3.491,8.108
TCGA-DM-A1DB-01,TCGA,Colon Adenocarcinoma,5.895,4.26,10.67,13.22,12.53,5.387,5.202,4.011,3.471,7.946
GTEX-S4UY-0008-SM-3NM8H,GTEX,Cells,1.521,4.589,12.69,13.68,10.58,1.168,0.6989,9.679,1.168,2.582
GTEX-N7MT-0126-SM-26GMS,GTEX,Lung,3.044,8.562,12.94,13.88,11.02,6.335,3.044,9.108,0.0,4.906
TCGA-HF-7136-01,TCGA,Stomach Adenocarcinoma,5.487,3.448,13.46,13.15,12.94,6.121,6.892,5.658,8.296,11.62
GTEX-X4XY-0526-SM-46MW1,GTEX,Artery,0.0,0.0,11.31,14.16,11.5,1.216,0.0,7.274,0.0,5.033
TCGA-B0-5712-11,TCGA,Kidney Clear Cell Carcinoma,5.104,7.174,12.3,12.19,13.25,3.085,5.465,8.805,3.269,3.832
GTEX-WWTW-0008-SM-4MVPE,GTEX,Cells,1.53,1.938,12.27,12.27,11.79,1.938,0.0,7.894,0.0,5.276
TCGA-FV-A23B-11,TCGA,Liver Hepatocellular Carcinoma,4.625,7.535,12.54,12.24,12.47,6.749,6.424,7.735,6.653,10.76
TCGA-2Z-A9J1-01,TCGA,Kidney Papillary Cell Carcinoma,7.58,5.044,11.37,10.42,14.18,5.385,5.044,3.945,3.293,0.848
GTEX-N7MT-0126-SM-26GMB,GTEX,Lung,0.0,8.661,11.91,13.71,10.92,5.551,5.236,9.511,0.0,5.402
TCGA-BP-4985-01,TCGA,Kidney Clear Cell Carcinoma,5.233,4.667,12.64,15.42,11.72,4.977,8.96,7.14,4.432,1.336
TCGA-TT-A6YN-01,TCGA,Pheochromocytoma & Paraganglioma,3.135,0.7215,7.155,12.55,7.822,1.2,2.086,3.871,0.7215,0.7215
GTEX-P4QT-0226-SM-3LK68,GTEX,Adipose,2.216,5.155,14.03,12.77,11.2,5.08,5.823,4.729,1.901,0.9348
GTEX-NL3H-0011-R1a-SM-48TDJ,GTEX,Brain,0.0,4.335,9.818,9.933,9.049,2.696,0.0,5.572,0.0,4.335
GTEX-P44H-0011-R3A-SM-5SI8A,GTEX,Brain,1.201,2.906,11.01,11.26,10.93,2.292,1.201,5.497,0.0,0.0
TCGA-DK-AA6W-01,TCGA,Bladder Urothelial Carcinoma,6.514,5.999,10.94,12.58,12.39,6.395,5.092,2.899,4.23,8.697
GTEX-Y5V5-2626-SM-5IFJM,GTEX,Nerve,0.0,4.544,12.56,13.43,13.24,4.098,4.758,7.538,0.0,6.329
TCGA-QR-A6H6-01,TCGA,Pheochromocytoma & Paraganglioma,3.227,2.076,7.614,13.05,10.25,0.0,1.551,4.359,1.837,0.0
TCGA-13-0911-01,TCGA,Ovarian Serous Cystadenocarcinoma,10.24,2.045,9.361,13.43,12.3,4.517,5.814,6.125,2.37,4.916
TCGA-23-1110-01,TCGA,Ovarian Serous Cystadenocarcinoma,5.523,0.0,9.809,14.02,13.3,0.0,0.0,5.926,2.835,2.835
TARGET-10-PAPJHB-04,TARGET,Acute Lymphoblastic Leukemia,12.68,10.69,0.0,7.66,8.04,5.595,7.649,5.247,0.0,0.0
TCGA-UZ-A9PU-01,TCGA,Kidney Papillary Cell Carcinoma,6.505,2.936,12.61,10.34,13.74,2.113,2.936,3.542,2.66,0.0
GTEX-1212Z-2726-SM-5EQ59,GTEX,Nerve,2.274,4.507,12.3,11.6,13.38,4.424,3.913,6.021,1.188,6.5
TCGA-P4-A5E7-01,TCGA,Kidney Papillary Cell Carcinoma,6.688,3.321,12.76,11.93,13.5,3.792,4.739,6.72,2.618,1.549
GTEX-P4PP-2026-SM-3P61N,GTEX,Uterus,1.454,4.974,11.46,13.84,11.47,0.9027,5.951,4.057,1.454,4.451
K-562-SM-5Q59U,K,Cells,4.856,2.406,2.673,13.72,8.643,2.079,6.999,5.352,0.0,12.44
GTEX-XLM4-0226-SM-4AT4N,GTEX,Adipose,3.254,5.759,12.4,11.37,10.33,3.254,4.834,9.995,0.0,4.098
TCGA-CV-A465-01,TCGA,Head & Neck Squamous Cell Carcinoma,4.987,2.111,12.92,11.12,13.09,4.827,3.918,6.093,3.56,11.67
GTEX-OHPL-0726-SM-3TW8U,GTEX,Esophagus,4.088,4.689,13.03,10.82,11.79,5.413,6.092,8.4,1.378,6.174
GTEX-YFC4-0926-SM-5S2U7,GTEX,Artery,1.114,1.114,12.57,12.12,12.43,2.77,2.77,7.833,2.5,4.295
TCGA-R3-A69X-01,TCGA,Bladder Urothelial Carcinoma,3.439,8.821,12.56,11.87,13.89,6.525,6.295,8.05,4.283,5.482
TCGA-FE-A232-01,TCGA,Thyroid Carcinoma,4.334,5.18,12.02,12.54,13.52,5.078,6.551,5.194,3.176,0.6946
TCGA-3A-A9I7-01,TCGA,Pancreatic Adenocarcinoma,5.214,10.17,11.28,11.7,12.95,6.005,6.717,4.025,8.169,7.516
TCGA-BR-4253-01,TCGA,Stomach Adenocarcinoma,6.297,7.629,10.75,13.01,11.65,8.583,7.938,8.924,4.014,9.128
TARGET-20-PARBIU-09,TARGET,Acute Myeloid Leukemia,10.74,4.674,0.7837,11.91,7.253,1.289,3.563,3.16,0.0,1.289
TCGA-TQ-A7RV-01,TCGA,Brain Lower Grade Glioma,2.557,1.26,13.93,11.33,10.05,0.7637,1.923,2.557,0.0,1.26
TCGA-TQ-A7RV-02,TCGA,Brain Lower Grade Glioma,7.791,0.9016,12.47,10.33,10.14,3.513,3.717,3.717,0.0,3.513
TCGA-BQ-7058-01,TCGA,Kidney Papillary Cell Carcinoma,3.026,3.935,11.5,11.6,13.1,3.026,5.158,2.346,2.346,5.757
TCGA-66-2765-01,TCGA,Lung Squamous Cell Carcinoma,7.837,6.552,13.04,13.15,12.53,7.111,6.938,8.002,3.508,10.03
TARGET-50-PAJLKR-01,TARGET,Wilms Tumor,2.551,0.0,8.696,11.07,12.68,0.623,4.862,1.057,1.39,3.493
GTEX-147F4-1426-SM-5LUA8,GTEX,Liver,2.488,6.469,11.75,14.36,11.32,1.724,0.0,4.442,2.984,11.98
GTEX-XUW1-0826-SM-4BOP6,GTEX,Muscle,0.0,2.8,11.19,13.71,11.29,2.8,4.079,3.899,1.579,0.0
TCGA-2G-AAH8-01,TCGA,Testicular Germ Cell Tumor,5.688,6.513,7.337,9.885,11.1,6.459,7.079,7.632,3.915,7.666
TCGA-B6-A0IH-01,TCGA,Breast Invasive Carcinoma,3.707,6.665,11.42,11.01,13.5,4.604,5.735,6.721,5.918,4.16
GTEX-S341-0008-SM-4AD6D,GTEX,Cells,2.077,1.052,13.26,12.77,11.56,0.0,0.0,9.967,1.052,5.143
TCGA-A6-5659-01,TCGA,Colon Adenocarcinoma,4.054,5.172,11.97,13.26,12.43,5.414,3.645,6.998,8.717,9.894
GTEX-U3ZM-1126-SM-4DXUB,GTEX,Colon,2.482,4.274,11.59,12.21,13.01,3.549,3.884,4.155,2.482,5.685
TCGA-BR-6563-01,TCGA,Stomach Adenocarcinoma,4.648,10.94,11.61,11.21,12.72,6.85,8.336,5.746,8.042,6.349
GTEX-V955-0726-SM-3GAFG,GTEX,Heart,3.879,1.904,10.57,13.85,12.11,3.206,4.898,9.088,0.0,2.698
TCGA-D8-A27K-01,TCGA,Breast Invasive Carcinoma,6.18,8.972,10.17,11.47,14.31,5.298,5.959,3.54,5.805,4.995
GTEX-13RTJ-1126-SM-5S2UJ,GTEX,Lung,8.417,10.3,11.08,13.86,11.32,8.362,7.965,11.54,3.394,7.649
TCGA-31-1944-01,TCGA,Ovarian Serous Cystadenocarcinoma,7.066,2.473,10.37,13.91,12.9,5.117,6.964,3.462,3.874,3.051
TCGA-CD-8525-01,TCGA,Stomach Adenocarcinoma,8.433,9.811,9.776,12.01,12.51,7.7,7.23,6.715,6.582,9.44
GTEX-NFK9-0926-SM-2HMJU,GTEX,Heart,4.14,1.51,10.53,13.73,12.41,3.596,3.596,6.117,0.0,2.232
GTEX-WXYG-2226-SM-4E3IM,GTEX,Breast,2.474,3.338,13.18,12.65,12.36,5.227,4.195,4.395,1.497,2.693
TARGET-10-PARPRW-04,TARGET,Acute Lymphoblastic Leukemia,7.5,6.326,0.0,6.959,8.465,1.707,3.158,0.0,1.092,1.092
TCGA-DX-A8BO-01,TCGA,Sarcoma,4.395,2.874,11.98,11.95,10.96,7.784,7.371,10.29,3.239,5.958
TARGET-20-PANPLS-03,TARGET,Acute Myeloid Leukemia,10.85,13.1,0.0,11.98,6.742,7.565,4.378,9.327,2.059,2.059
TCGA-S7-A7WT-01,TCGA,Pheochromocytoma & Paraganglioma,3.646,2.827,5.922,12.98,7.928,1.6,3.566,9.028,0.7463,0.0
TCGA-MJ-A68H-01,TCGA,Sarcoma,2.139,1.434,12.42,12.31,12.8,4.682,3.249,4.301,1.434,2.798
TCGA-BR-A4J4-01,TCGA,Stomach Adenocarcinoma,4.334,8.059,14.76,12.46,19.04,6.229,5.273,8.624,5.003,10.06
TCGA-V4-A9EY-01,TCGA,Uveal Melanoma,0.0,0.0,7.603,7.014,12.75,0.0,3.812,0.0,0.0,2.419
GTEX-ZV6S-1126-SM-57WE9,GTEX,Colon,2.693,1.9,10.95,11.17,11.08,4.003,4.121,9.583,0.0,1.242
TCGA-EW-A1PB-01,TCGA,Breast Invasive Carcinoma,7.842,3.879,12.11,11.63,12.38,7.132,9.604,6.286,3.068,2.874
TCGA-22-0944-01,TCGA,Lung Squamous Cell Carcinoma,9.512,7.245,13.59,13.67,16.22,5.663,4.134,8.237,3.451,11.63
TCGA-BH-A0E9-01,TCGA,Breast Invasive Carcinoma,3.339,7.665,11.85,11.48,14.17,5.081,5.651,8.483,3.905,4.266
TCGA-DU-8167-01,TCGA,Brain Lower Grade Glioma,9.516,0.0,13.72,8.98,9.728,1.588,4.397,5.359,0.0,0.0
TCGA-WE-A8K6-06,TCGA,Skin Cutaneous Melanoma,5.238,2.459,6.835,12.59,11.8,3.781,2.954,3.523,3.781,2.247
GTEX-ZZ64-0626-SM-5GZWR,GTEX,Adipose,6.712,4.861,13.03,16.13,10.6,5.332,6.209,14.8,3.003,4.861
TCGA-BR-6803-01,TCGA,Stomach Adenocarcinoma,5.917,9.327,11.96,12.19,12.86,5.658,7.397,6.814,5.535,6.453
GTEX-11WQC-0008-SM-5SI6R,GTEX,Cells,3.198,1.738,12.54,12.13,11.4,1.117,1.117,7.432,1.738,5.612
TCGA-14-0781-01,TCGA,Glioblastoma Multiforme,4.85,0.8444,11.06,14.65,12.28,3.601,3.779,7.428,3.504,2.064
TCGA-HT-7483-01,TCGA,Brain Lower Grade Glioma,6.675,0.6866,13.66,10.17,10.45,3.342,2.219,6.247,1.781,2.017
TCGA-55-6981-11,TCGA,Lung Adenocarcinoma,6.49,6.795,12.16,13.11,12.48,5.613,4.47,8.979,1.269,8.159
GTEX-145MN-0726-SM-5NQBH,GTEX,Heart,3.791,3.024,10.57,13.56,12.14,3.634,8.169,3.457,0.0,1.946
GTEX-UJMC-1926-SM-3GADS,GTEX,Nerve,1.28,1.947,12.52,11.76,13.12,4.291,3.259,6.813,0.0,6.34
TCGA-24-1545-01,TCGA,Ovarian Serous Cystadenocarcinoma,7.144,7.614,10.98,11.85,13.59,6.49,7.159,4.619,4.063,4.104
TCGA-EJ-5505-01,TCGA,Prostate Adenocarcinoma,2.016,4.02,12.47,10.58,13.71,1.781,3.908,1.781,2.016,4.02
GTEX-13G51-1026-SM-5K7YQ,GTEX,Esophagus,1.483,3.319,11.98,12.51,11.8,3.319,4.101,5.956,2.199,5.629
TCGA-FD-A3B6-01,TCGA,Bladder Urothelial Carcinoma,4.872,3.496,15.63,12.04,12.64,7.154,8.197,11.22,1.192,5.621
TARGET-10-PAPDUF-09,TARGET,Acute Lymphoblastic Leukemia,12.17,9.932,0.0,7.26,8.641,5.081,5.3,4.058,0.0,0.0
GTEX-Q2AG-2826-SM-2HMJQ,GTEX,Brain,0.0,0.0,8.85,10.71,8.559,3.313,1.993,0.0,0.0,10.4
TCGA-ZF-AA5P-01,TCGA,Bladder Urothelial Carcinoma,10.34,9.213,11.04,12.09,12.54,6.798,5.426,13.45,4.139,4.768
TCGA-SG-A849-01,TCGA,Sarcoma,6.385,4.662,12.29,11.36,11.07,8.978,9.953,7.006,1.683,7.263
TCGA-E9-A1NH-01,TCGA,Breast Invasive Carcinoma,4.157,5.392,9.838,12.52,13.77,3.583,4.521,4.575,5.367,5.914
GTEX-XYKS-0005-SM-4BRUD,GTEX,Whole Blood,8.148,12.65,4.105,8.973,7.449,8.435,8.582,2.494,0.0,6.652
TCGA-X7-A8D6-01,TCGA,Thymoma,2.896,11.43,11.23,10.2,9.662,2.588,9.48,0.779,2.896,1.95
GTEX-11DXX-1026-SM-5H11E,GTEX,Esophagus,7.272,5.685,12.74,11.39,11.0,3.581,3.931,9.49,2.429,3.289
GTEX-1445S-0011-R4a-SM-5PNWN,GTEX,Brain,1.695,0.0,10.57,11.01,10.71,3.607,2.947,6.933,0.0,1.695
GTEX-13113-1926-SM-5LZWG,GTEX,Skin,0.0,3.264,14.16,10.57,13.34,6.684,5.97,3.798,0.0,5.678
GTEX-13JUV-0011-R11a-SM-5LZYH,GTEX,Brain,1.837,0.0,8.881,10.65,8.924,2.28,1.193,5.397,0.0,11.01
GTEX-144GM-2126-SM-5LU3P,GTEX,Nerve,1.7,3.15,12.91,13.1,12.62,2.954,4.331,13.28,2.129,8.595
TCGA-VS-A94Z-01,TCGA,Cervical & Endocervical Cancer,7.006,7.602,12.52,11.55,11.75,8.876,9.491,4.168,2.934,9.569
GTEX-13OVL-0626-SM-5KM13,GTEX,Lung,7.086,8.819,11.32,13.72,11.27,8.748,7.46,11.22,3.031,7.471
TCGA-HT-8108-01,TCGA,Brain Lower Grade Glioma,4.18,3.634,14.02,10.14,9.856,3.304,1.181,3.106,0.0,1.537
TCGA-EW-A2FW-01,TCGA,Breast Invasive Carcinoma,3.832,3.236,7.601,12.16,13.79,2.382,3.326,5.326,3.489,1.14
GTEX-UTHO-0006-SM-3NMCC,GTEX,Whole Blood,8.77,9.487,4.825,15.15,10.08,7.926,8.454,3.14,3.428,2.295
GTEX-12KS4-1526-SM-5EQ6E,GTEX,Adipose,3.73,4.159,12.72,15.82,10.54,4.159,6.819,13.81,0.0,7.241
TCGA-AB-2887-03,TCGA,Acute Myeloid Leukemia,4.499,9.072,2.031,8.416,8.296,5.741,5.249,2.842,2.031,1.347
GTEX-ZF2S-1826-SM-4WKFF,GTEX,Colon,3.796,4.623,11.88,11.64,11.83,2.897,2.672,7.416,0.0,4.346
TCGA-31-1951-01,TCGA,Ovarian Serous Cystadenocarcinoma,7.717,4.157,11.42,14.22,13.13,6.714,6.449,9.454,1.974,4.885
TCGA-CD-8530-01,TCGA,Stomach Adenocarcinoma,6.684,9.152,11.98,11.99,11.99,6.313,5.573,8.727,3.611,7.794
GTEX-QDVJ-0826-SM-48U1S,GTEX,Esophagus,2.513,3.802,12.55,11.96,11.7,2.18,5.786,8.039,1.746,3.675
TARGET-30-PASHFA-01,TARGET,Neuroblastoma,6.944,11.97,7.211,9.207,9.257,6.49,6.165,6.705,6.98,3.377
TCGA-CJ-4902-01,TCGA,Kidney Clear Cell Carcinoma,3.959,7.951,13.85,17.16,11.71,6.205,7.079,7.027,4.009,2.409
TCGA-3G-AB19-01,TCGA,Thymoma,6.211,6.155,13.1,11.71,11.23,6.874,8.054,3.103,4.905,0.0
GTEX-139D8-1626-SM-5IJFZ,GTEX,Adipose,1.928,4.861,12.21,13.92,11.24,4.493,6.095,4.608,2.916,5.836
TCGA-AO-A0JD-01,TCGA,Breast Invasive Carcinoma,4.407,6.765,9.057,11.91,12.94,6.121,5.284,4.707,2.703,6.002
GTEX-S7PM-0426-SM-3NM91,GTEX,Artery,3.675,4.906,12.27,11.05,11.75,3.33,2.209,6.517,4.187,6.488
TCGA-2G-AAGC-01,TCGA,Testicular Germ Cell Tumor,6.455,6.263,9.919,11.26,12.57,8.05,7.971,7.255,5.207,11.44
GTEX-ZE9C-0006-SM-4WKG2,GTEX,Whole Blood,11.13,11.53,4.76,13.21,9.77,9.598,9.64,4.491,2.025,2.487
GTEX-QEL4-0326-SM-3GAE5,GTEX,Adipose,2.079,2.546,13.08,13.32,10.02,3.797,4.655,6.434,0.0,2.546
TCGA-DW-7840-01,TCGA,Kidney Papillary Cell Carcinoma,5.014,3.401,11.82,10.54,14.48,1.454,6.444,3.142,0.9026,0.0
GTEX-1339X-2726-SM-5PNYU,GTEX,Nerve,0.0,2.335,10.95,12.26,12.69,2.159,3.511,10.03,1.108,5.489
TCGA-GU-A42Q-01,TCGA,Bladder Urothelial Carcinoma,2.232,2.627,14.61,12.35,11.85,4.047,2.79,5.247,5.893,8.847
GTEX-RTLS-0526-SM-2TF64,GTEX,Muscle,0.0,0.0,12.09,13.66,11.02,3.228,4.31,5.017,1.629,2.863
TCGA-A7-A3IY-01,TCGA,Breast Invasive Carcinoma,7.51,1.925,8.849,11.23,11.78,4.99,5.158,6.34,5.568,4.615
TCGA-CC-A1HT-01,TCGA,Liver Hepatocellular Carcinoma,5.65,6.307,13.22,12.51,11.66,8.441,8.036,7.754,2.542,9.592
TCGA-77-8156-01,TCGA,Lung Squamous Cell Carcinoma,5.47,9.064,13.15,13.4,11.23,7.577,8.382,6.147,4.438,11.32
TCGA-DJ-A2PP-01,TCGA,Thyroid Carcinoma,0.5693,3.046,13.16,14.43,12.24,0.9765,0.5693,6.093,1.774,0.0
TCGA-CX-7085-01,TCGA,Head & Neck Squamous Cell Carcinoma,7.894,8.128,13.02,12.1,12.4,7.951,7.903,9.285,6.101,9.228
GTEX-131XE-2526-SM-5EQ57,GTEX,Nerve,1.852,4.536,12.23,12.78,12.54,5.545,5.072,8.771,0.0,4.828
TCGA-BR-8060-11,TCGA,Stomach Adenocarcinoma,3.766,9.5,12.76,11.66,11.98,4.237,6.546,10.22,1.633,5.391
TCGA-BR-6457-01,TCGA,Stomach Adenocarcinoma,6.013,9.614,12.13,12.32,13.07,5.482,6.885,7.891,7.14,5.078
TCGA-AO-A0J8-01,TCGA,Breast Invasive Carcinoma,5.171,6.051,8.438,10.85,14.15,5.943,5.495,2.985,5.395,4.775
GTEX-S7PM-0011-R5A-SM-3NM8G,GTEX,Brain,2.794,5.27,11.63,10.91,11.27,1.575,2.309,4.233,0.0,2.794
TCGA-B0-5117-01,TCGA,Kidney Clear Cell Carcinoma,3.157,1.989,11.69,13.22,12.08,1.575,2.987,4.571,0.0,6.03
TCGA-HF-7132-01,TCGA,Stomach Adenocarcinoma,6.348,10.75,12.06,10.84,13.72,6.966,7.798,5.805,7.683,10.02
GTEX-XQ3S-0526-SM-4BOQA,GTEX,Heart,5.005,3.956,9.915,14.4,13.06,3.217,8.37,7.419,1.62,0.0
TCGA-A6-5660-01,TCGA,Colon Adenocarcinoma,4.895,2.84,11.3,12.26,13.53,5.022,3.579,4.179,7.782,10.14
TARGET-30-PATHVK-01,TARGET,Neuroblastoma,7.9,3.528,9.862,14.49,10.39,3.004,3.464,4.175,2.464,2.004
GTEX-ZVT4-1326-SM-5NQ8E,GTEX,Heart,1.419,7.04,12.02,14.78,11.26,2.944,6.286,9.768,0.0,4.279
GTEX-146FH-0226-SM-5QGPQ,GTEX,Adipose,3.468,6.053,12.86,12.39,9.806,4.638,5.276,7.07,0.0,0.0
TCGA-DJ-A1QG-01,TCGA,Thyroid Carcinoma,0.9964,7.469,11.98,13.38,12.5,1.58,4.748,2.994,1.995,0.0
TCGA-AB-2948-03,TCGA,Acute Myeloid Leukemia,4.599,10.36,4.273,9.686,8.171,5.899,6.093,1.785,1.152,2.223
GTEX-13OVG-0626-SM-5IFEP,GTEX,Esophagus,4.418,9.643,12.74,12.25,13.68,6.737,5.196,3.484,3.639,8.638
TCGA-IF-A3RQ-01,TCGA,Sarcoma,1.927,0.0,8.83,12.58,11.58,2.38,0.7662,5.637,0.0,3.122
TCGA-V4-A9EU-01,TCGA,Uveal Melanoma,3.22,1.255,7.006,10.62,11.08,2.987,5.069,1.622,0.0,0.7595
TCGA-SC-A6LP-01,TCGA,Mesothelioma,6.074,3.356,10.01,10.27,11.86,5.339,6.109,7.785,4.926,4.154
TCGA-AB-3006-03,TCGA,Acute Myeloid Leukemia,4.192,10.59,1.956,8.86,8.331,5.369,4.897,4.671,0.0,0.0
TCGA-HT-7620-01,TCGA,Brain Lower Grade Glioma,6.246,0.8958,13.88,9.867,9.795,2.151,1.444,3.307,0.0,0.8958
TCGA-2G-AAH3-01,TCGA,Testicular Germ Cell Tumor,6.095,8.047,11.16,10.37,11.25,7.966,6.849,5.92,2.966,8.739
TCGA-HT-7480-01,TCGA,Brain Lower Grade Glioma,3.014,1.668,13.78,10.57,10.26,3.922,0.6273,1.397,0.6273,4.819
K-562-SM-2YUNN,K,Cells,4.31,0.0,3.869,13.72,8.864,2.375,7.533,4.774,0.0,12.71
TCGA-ET-A25O-01,TCGA,Thyroid Carcinoma,0.9975,2.696,12.47,12.9,13.4,1.996,1.804,0.5833,1.319,1.319
GTEX-ZYY3-0226-SM-5E45M,GTEX,Adipose,2.873,4.226,12.46,13.48,9.094,2.6,6.034,8.245,1.18,1.82
TCGA-06-0157-01,TCGA,Glioblastoma Multiforme,5.718,2.86,16.43,12.83,11.38,2.86,3.579,5.86,0.0,2.296
TCGA-B0-4694-01,TCGA,Kidney Clear Cell Carcinoma,3.937,6.356,13.72,13.91,11.76,6.492,8.34,5.949,2.723,0.698
GTEX-ZDYS-1726-SM-5HL4Y,GTEX,Muscle,0.0,0.0,11.68,13.72,11.09,0.0,2.431,4.653,0.0,1.676
TCGA-BR-8592-01,TCGA,Stomach Adenocarcinoma,4.672,10.73,12.82,10.92,12.31,5.47,6.565,6.632,6.075,5.125
GTEX-13OVJ-0326-SM-5L3GL,GTEX,Adipose,1.883,4.309,12.22,13.1,10.2,5.503,6.175,10.28,0.0,2.949
GTEX-1399U-1126-SM-5L3DB,GTEX,Skin,5.889,1.941,14.23,11.91,13.61,4.385,1.941,3.018,1.941,3.018
GTEX-12WSL-0626-SM-5GCOY,GTEX,Thyroid,1.851,4.892,12.09,15.29,12.73,3.812,6.235,6.049,2.296,0.0
TCGA-BR-8295-01,TCGA,Stomach Adenocarcinoma,4.581,7.192,11.35,12.9,12.49,5.597,5.727,8.571,5.642,13.03
TCGA-04-1343-01,TCGA,Ovarian Serous Cystadenocarcinoma,10.63,6.501,10.89,12.23,12.97,6.07,6.379,8.802,4.033,6.79
GTEX-14BIL-2926-SM-5SIAF,GTEX,Pituitary,1.789,3.437,9.964,11.06,10.21,2.564,5.717,2.836,2.228,3.263
GTEX-XBEC-1226-SM-4AT65,GTEX,Heart,2.948,4.283,10.25,15.91,12.26,4.153,9.146,8.162,1.421,2.123
GTEX-RUSQ-1526-SM-2TF62,GTEX,Skin,2.019,0.0,12.85,13.98,12.42,4.483,4.668,8.042,2.019,7.746
TCGA-CM-5862-01,TCGA,Colon Adenocarcinoma,3.581,1.997,11.7,12.2,12.02,4.455,4.455,7.973,8.672,8.471
TCGA-D7-A6F0-01,TCGA,Stomach Adenocarcinoma,5.095,4.136,11.95,13.61,14.53,7.882,7.411,5.634,6.816,12.57
GTEX-146FH-0126-SM-5QGPP,GTEX,Skin,5.787,2.653,13.76,12.05,12.48,2.653,3.159,5.522,0.0,7.307
GTEX-ZP4G-0006-SM-4WWE6,GTEX,Whole Blood,7.879,10.45,4.806,8.843,8.793,6.2,6.627,1.426,2.128,9.903
TCGA-BH-A0DQ-11,TCGA,Breast Invasive Carcinoma,5.131,7.912,12.89,11.21,13.54,4.252,5.088,4.252,8.801,4.469
TCGA-25-1626-01,TCGA,Ovarian Serous Cystadenocarcinoma,9.418,7.178,11.65,12.41,13.31,6.632,6.922,8.314,5.626,5.311
TCGA-HC-7077-01,TCGA,Prostate Adenocarcinoma,0.0,2.323,11.73,10.49,13.43,3.001,3.249,1.322,0.5853,0.5853
TCGA-S9-A7J0-01,TCGA,Brain Lower Grade Glioma,4.562,1.152,12.24,10.49,10.67,2.701,2.4,2.4,0.0,3.97
